"nombre","nombre_url"
"Buenavista","buenavista"
"Cabaco (El)","cabaco-el"
"Cabezabellosa de la Calzada","cabezabellosa-de-la-calzada"
"Cabeza de Béjar (La)","cabeza-de-bejar-la"
"Cabeza del Caballo","cabeza-del-caballo"
"Cabrerizos","cabrerizos"
"Cabrillas","cabrillas"
"Calvarrasa de Abajo","calvarrasa-de-abajo"
"Calvarrasa de Arriba","calvarrasa-de-arriba"
"Calzada de Béjar (La)","calzada-de-bejar-la"
"Calzada de Don Diego","calzada-de-don-diego"
"Calzada de Valdunciel","calzada-de-valdunciel"
"Campillo de Azaba","campillo-de-azaba"
"Campo de Peñaranda (El)","campo-de-penaranda-el"
"Candelario","candelario"
"Canillas de Abajo","canillas-de-abajo"
"Cantagallo","cantagallo"
"Cantalapiedra","cantalapiedra"
"Cantalpino","cantalpino"
"Cantaracillo","cantaracillo"
"Carbajosa de la Sagrada","carbajosa-de-la-sagrada"
"Carpio de Azaba","carpio-de-azaba"
"Carrascal de Barregas","carrascal-de-barregas"
"Carrascal del Obispo","carrascal-del-obispo"
"Casafranca","casafranca"
"Casas del Conde (Las)","casas-del-conde-las"
"Casillas de Flores","casillas-de-flores"
"Castellanos de Moriscos","castellanos-de-moriscos"
"Castillejo de Martín Viejo","castillejo-de-martin-viejo"
"Castraz","castraz"
"Cepeda","cepeda"
"Cereceda de la Sierra","cereceda-de-la-sierra"
"Cerezal de Peñahorcada","cerezal-de-penahorcada"
"Cerralbo","cerralbo"
"Cerro (El)","cerro-el"
"Cespedosa de Tormes","cespedosa-de-tormes"
"Cilleros de la Bastida","cilleros-de-la-bastida"
"Cipérez","ciperez"
"Ciudad Rodrigo","ciudad-rodrigo"
"Coca de Alba","coca-de-alba"
"Colmenar de Montemayor","colmenar-de-montemayor"
"Cordovilla","cordovilla"
"Cristóbal","cristobal"
"Cubo de Don Sancho (El)","cubo-de-don-sancho-el"
"Chagarcía Medianero","chagarcia-medianero"
"Dios le Guarde","dios-le-guarde"
"Doñinos de Ledesma","doninos-de-ledesma"
"Doñinos de Salamanca","doninos-de-salamanca"
"Ejeme","ejeme"
"Encina (La)","encina-la"
"Encina de San Silvestre","encina-de-san-silvestre"
"Encinas de Abajo","encinas-de-abajo"
"Encinas de Arriba","encinas-de-arriba"
"Encinasola de los Comendadores","encinasola-de-los-comendadores"
"Endrinal","endrinal"
"Escurial de la Sierra","escurial-de-la-sierra"
"Espadaña","espadana"
"Espeja","espeja"
"Espino de la Orbada","espino-de-la-orbada"
"Florida de Liébana","florida-de-liebana"
"Forfoleda","forfoleda"
"Frades de la Sierra","frades-de-la-sierra"
"Fregeneda (La)","fregeneda-la"
"Fresnedoso","fresnedoso"
"Fresno Alhándiga","fresno-alhandiga"
"Fuente de San Esteban (La)","fuente-de-san-esteban-la"
"Fuenteguinaldo","fuenteguinaldo"
"Fuenteliante","fuenteliante"
"Fuenterroble de Salvatierra","fuenterroble-de-salvatierra"
"Fuentes de Béjar","fuentes-de-bejar"
"Fuentes de Oñoro","fuentes-de-onoro"
"Gajates","gajates"
"Galindo y Perahuy","galindo-y-perahuy"
"Galinduste","galinduste"
"Galisancho","galisancho"
"Gallegos de Argañán","gallegos-de-arganan"
"Gallegos de Solmirón","gallegos-de-solmiron"
"Garcibuey","garcibuey"
"Garcihernández","garcihernandez"
"Garcirrey","garcirrey"
"Gejuelo del Barro","gejuelo-del-barro"
"Golpejas","golpejas"
"Gomecello","gomecello"
"Guadramiro","guadramiro"
"Guijo de Ávila","guijo-de-vila"
"Guijuelo","guijuelo"
"Herguijuela de Ciudad Rodrigo","herguijuela-de-ciudad-rodrigo"
"Herguijuela de la Sierra","herguijuela-de-la-sierra"
"Herguijuela del Campo","herguijuela-del-campo"
"Hinojosa de Duero","hinojosa-de-duero"
"Horcajo de Montemayor","horcajo-de-montemayor"
"Horcajo Medianero","horcajo-medianero"
"Hoya (La)","hoya-la"
"Huerta","huerta"
"Iruelos","iruelos"
"Ituero de Azaba","ituero-de-azaba"
"Juzbado","juzbado"
"Lagunilla","lagunilla"
"Larrodrigo","larrodrigo"
"Ledesma","ledesma"
"Ledrada","ledrada"
"Linares de Riofrío","linares-de-riofrio"
"Lumbrales","lumbrales"
"Macotera","macotera"
"Machacón","machacon"
"Madroñal","madronal"
"Maíllo (El)","maillo-el"
"Malpartida","malpartida"
"Mancera de Abajo","mancera-de-abajo"
"Manzano (El)","manzano-el"
"Martiago","martiago"
"Martinamor","martinamor"
"Martín de Yeltes","martin-de-yeltes"
"Masueco","masueco"
"Castellanos de Villiquera","castellanos-de-villiquera"
"Mata de Ledesma (La)","mata-de-ledesma-la"
"Matilla de los Caños del Río","matilla-de-los-canos-del-rio"
"Maya (La)","maya-la"
"Membribe de la Sierra","membribe-de-la-sierra"
"Mieza","mieza"
"Milano (El)","milano-el"
"Miranda de Azán","miranda-de-azan"
"Miranda del Castañar","miranda-del-castanar"
"Mogarraz","mogarraz"
"Molinillo","molinillo"
"Monforte de la Sierra","monforte-de-la-sierra"
"Monleón","monleon"
"Monleras","monleras"
"Monsagro","monsagro"
"Montejo","montejo"
"Montemayor del Río","montemayor-del-rio"
"Monterrubio de Armuña","monterrubio-de-armuna"
"Monterrubio de la Sierra","monterrubio-de-la-sierra"
"Morasverdes","morasverdes"
"Morille","morille"
"Moríñigo","morinigo"
"Moriscos","moriscos"
"Moronta","moronta"
"Mozárbez","mozarbez"
"Narros de Matalayegua","narros-de-matalayegua"
"Navacarros","navacarros"
"Nava de Béjar","nava-de-bejar"
"Nava de Francia","nava-de-francia"
"Nava de Sotrobal","nava-de-sotrobal"
"Navales","navales"
"Navalmoral de Béjar","navalmoral-de-bejar"
"Navamorales","navamorales"
"Navarredonda de la Rinconada","navarredonda-de-la-rinconada"
"Navasfrías","navasfrias"
"Negrilla de Palencia","negrilla-de-palencia"
"Olmedo de Camaces","olmedo-de-camaces"
"Orbada (La)","orbada-la"
"Pajares de la Laguna","pajares-de-la-laguna"
"Palacios del Arzobispo","palacios-del-arzobispo"
"Palaciosrubios","palaciosrubios"
"Palencia de Negrilla","palencia-de-negrilla"
"Parada de Arriba","parada-de-arriba"
"Parada de Rubiales","parada-de-rubiales"
"Paradinas de San Juan","paradinas-de-san-juan"
"Pastores","pastores"
"Payo (El)","payo-el"
"Pedraza de Alba","pedraza-de-alba"
"Pedrosillo de Alba","pedrosillo-de-alba"
"Pedrosillo de los Aires","pedrosillo-de-los-aires"
"Pedrosillo el Ralo","pedrosillo-el-ralo"
"Pedroso de la Armuña (El)","pedroso-de-la-armuna-el"
"Pelabravo","pelabravo"
"Pelarrodríguez","pelarrodriguez"
"Pelayos","pelayos"
"Peña (La)","pena-la"
"Peñacaballera","penacaballera"
"Peñaparda","penaparda"
"Peñaranda de Bracamonte","penaranda-de-bracamonte"
"Peñarandilla","penarandilla"
"Peralejos de Abajo","peralejos-de-abajo"
"Peralejos de Arriba","peralejos-de-arriba"
"Pereña de la Ribera","perena-de-la-ribera"
"Peromingo","peromingo"
"Pinedas","pinedas"
"Pino de Tormes (El)","pino-de-tormes-el"
"Pitiegua","pitiegua"
"Pizarral","pizarral"
"Poveda de las Cintas","poveda-de-las-cintas"
"Pozos de Hinojo","pozos-de-hinojo"
"Puebla de Azaba","puebla-de-azaba"
"Puebla de San Medel","puebla-de-san-medel"
"Puebla de Yeltes","puebla-de-yeltes"
"Puente del Congosto","puente-del-congosto"
"Puertas","puertas"
"Puerto de Béjar","puerto-de-bejar"
"Puerto Seguro","puerto-seguro"
"Rágama","ragama"
"Redonda (La)","redonda-la"
"Retortillo","retortillo"
"Rinconada de la Sierra (La)","rinconada-de-la-sierra-la"
"Robleda","robleda"
"Robliza de Cojos","robliza-de-cojos"
"Rollán","rollan"
"Saelices el Chico","saelices-el-chico"
"Sagrada (La)","sagrada-la"
"Salamanca","salamanca"
"Saldeana","saldeana"
"Salmoral","salmoral"
"Salvatierra de Tormes","salvatierra-de-tormes"
"San Cristóbal de la Cuesta","san-cristobal-de-la-cuesta"
"Sancti-Spíritus","sancti-spiritus"
"Sanchón de la Ribera","sanchon-de-la-ribera"
"Sanchón de la Sagrada","sanchon-de-la-sagrada"
"Sanchotello","sanchotello"
"Sando","sando"
"San Esteban de la Sierra","san-esteban-de-la-sierra"
"San Felices de los Gallegos","san-felices-de-los-gallegos"
"San Martín del Castañar","san-martin-del-castanar"
"San Miguel de Valero","san-miguel-de-valero"
"San Morales","san-morales"
"San Muñoz","san-munoz"
"San Pedro del Valle","san-pedro-del-valle"
"San Pedro de Rozados","san-pedro-de-rozados"
"San Pelayo de Guareña","san-pelayo-de-guarena"
"Santa María de Sando","santa-maria-de-sando"
"Santa Marta de Tormes","santa-marta-de-tormes"
"Santiago de la Puebla","santiago-de-la-puebla"
"Santibáñez de Béjar","santibanez-de-bejar"
"Santibáñez de la Sierra","santibanez-de-la-sierra"
"Santiz","santiz"
"Santos (Los)","santos-los"
"Sardón de los Frailes","sardon-de-los-frailes"
"Saucelle","saucelle"
"Sahugo (El)","sahugo-el"
"Sepulcro-Hilario","sepulcro-hilario"
"Sequeros","sequeros"
"Serradilla del Arroyo","serradilla-del-arroyo"
"Serradilla del Llano","serradilla-del-llano"
"Sierpe (La)","sierpe-la"
"Sieteiglesias de Tormes","sieteiglesias-de-tormes"
"Sobradillo","sobradillo"
"Sorihuela","sorihuela"
"Sotoserrano","sotoserrano"
"Tabera de Abajo","tabera-de-abajo"
"Tala (La)","tala-la"
"Tamames","tamames"
"Tarazona de Guareña","tarazona-de-guarena"
"Tardáguila","tardaguila"
"Tejado (El)","tejado-el"
"Tejeda y Segoyuela","tejeda-y-segoyuela"
"Tenebrón","tenebron"
"Terradillos","terradillos"
"Topas","topas"
"Tordillos","tordillos"
"Tornadizo (El)","tornadizo-el"
"Torresmenudas","torresmenudas"
"Trabanca","trabanca"
"Tremedal de Tormes","tremedal-de-tormes"
"Valdecarros","valdecarros"
"Valdefuentes de Sangusín","valdefuentes-de-sangusin"
"Valdehijaderos","valdehijaderos"
"Valdelacasa","valdelacasa"
"Valdelageve","valdelageve"
"Valdelosa","valdelosa"
"Valdemierque","valdemierque"
"Valderrodrigo","valderrodrigo"
"Valdunciel","valdunciel"
"Valero","valero"
"Valsalabroso","valsalabroso"
"Valverde de Valdelacasa","valverde-de-valdelacasa"
"Valverdón","valverdon"
"Vallejera de Riofrío","vallejera-de-riofrio"
"Vecinos","vecinos"
"Vega de Tirados","vega-de-tirados"
"Veguillas (Las)","veguillas-las"
"Vellés (La)","velles-la"
"Ventosa del Río Almar","ventosa-del-rio-almar"
"Vídola (La)","vidola-la"
"Vilvestre","vilvestre"
"Villaflores","villaflores"
"Villagonzalo de Tormes","villagonzalo-de-tormes"
"Villalba de los Llanos","villalba-de-los-llanos"
"Villamayor","villamayor"
"Villanueva del Conde","villanueva-del-conde"
"Villar de Argañán","villar-de-arganan"
"Villar de Ciervo","villar-de-ciervo"
"Villar de Gallimazo","villar-de-gallimazo"
"Villar de la Yegua","villar-de-la-yegua"
"Villar de Peralonso","villar-de-peralonso"
"Villar de Samaniego","villar-de-samaniego"
"Villares de la Reina","villares-de-la-reina"
"Villares de Yeltes","villares-de-yeltes"
"Villarino de los Aires","villarino-de-los-aires"
"Villarmayor","villarmayor"
"Villarmuerto","villarmuerto"
"Villasbuenas","villasbuenas"
"Villasdardo","villasdardo"
"Villaseco de los Gamitos","villaseco-de-los-gamitos"
"Villaseco de los Reyes","villaseco-de-los-reyes"
"Villasrubias","villasrubias"
"Villaverde de Guareña","villaverde-de-guarena"
"Villavieja de Yeltes","villavieja-de-yeltes"
"Villoria","villoria"
"Villoruela","villoruela"
"Vitigudino","vitigudino"
"Yecla de Yeltes","yecla-de-yeltes"
"Zamarra","zamarra"
"Zamayón","zamayon"
"Zarapicos","zarapicos"
"Zarza de Pumareda (La)","zarza-de-pumareda-la"
"Zorita de la Frontera","zorita-de-la-frontera"
"Segovia","segovia"
"Abades","abades"
"Adrada de Pirón","adrada-de-piron"
"Adrados","adrados"
"Aguilafuente","aguilafuente"
"Alconada de Maderuelo","alconada-de-maderuelo"
"Aldealcorvo","aldealcorvo"
"Aldealengua de Pedraza","aldealengua-de-pedraza"
"Aldealengua de Santa María","aldealengua-de-santa-maria"
"Aldeanueva de la Serrezuela","aldeanueva-de-la-serrezuela"
"Aldeanueva del Codonal","aldeanueva-del-codonal"
"Aldea Real","aldea-real"
"Aldeasoña","aldeasona"
"Aldehorno","aldehorno"
"Aldehuela del Codonal","aldehuela-del-codonal"
"Aldeonte","aldeonte"
"Anaya","anaya"
"Añe","ane"
"Arahuetes","arahuetes"
"Arcones","arcones"
"Arevalillo de Cega","arevalillo-de-cega"
"Armuña","armuna"
"Ayllón","ayllon"
"Barbolla","barbolla"
"Basardilla","basardilla"
"Bercial","bercial"
"Bercimuel","bercimuel"
"Bernardos","bernardos"
"Bernuy de Porreros","bernuy-de-porreros"
"Boceguillas","boceguillas"
"Brieva","brieva"
"Caballar","caballar"
"Cabañas de Polendos","cabanas-de-polendos"
"Cabezuela","cabezuela"
"Calabazas de Fuentidueña","calabazas-de-fuentiduena"
"Campo de San Pedro","campo-de-san-pedro"
"Cantalejo","cantalejo"
"Cantimpalos","cantimpalos"
"Carbonero el Mayor","carbonero-el-mayor"
"Carrascal del Río","carrascal-del-rio"
"Casla","casla"
"Castillejo de Mesleón","castillejo-de-mesleon"
"Castro de Fuentidueña","castro-de-fuentiduena"
"Castrojimeno","castrojimeno"
"Castroserna de Abajo","castroserna-de-abajo"
"Castroserracín","castroserracin"
"Cedillo de la Torre","cedillo-de-la-torre"
"Cerezo de Abajo","cerezo-de-abajo"
"Cerezo de Arriba","cerezo-de-arriba"
"Cilleruelo de San Mamés","cilleruelo-de-san-mames"
"Cobos de Fuentidueña","cobos-de-fuentiduena"
"Coca","coca"
"Codorniz","codorniz"
"Collado Hermoso","collado-hermoso"
"Condado de Castilnovo","condado-de-castilnovo"
"Corral de Ayllón","corral-de-ayllon"
"Cubillo","cubillo"
"Cuéllar","cuellar"
"Chañe","chane"
"Domingo García","domingo-garcia"
"Donhierro","donhierro"
"Duruelo","duruelo"
"Encinas","encinas"
"Encinillas","encinillas"
"Escalona del Prado","escalona-del-prado"
"Escarabajosa de Cabezas","escarabajosa-de-cabezas"
"Escobar de Polendos","escobar-de-polendos"
"Espinar (El)","espinar-el"
"Espirdo","espirdo"
"Fresneda de Cuéllar","fresneda-de-cuellar"
"Fresno de Cantespino","fresno-de-cantespino"
"Fresno de la Fuente","fresno-de-la-fuente"
"Frumales","frumales"
"Fuente de Santa Cruz","fuente-de-santa-cruz"
"Fuente el Olmo de Fuentidueña","fuente-el-olmo-de-fuentiduena"
"Fuente el Olmo de Íscar","fuente-el-olmo-de-scar"
"Fuentepelayo","fuentepelayo"
"Fuentepiñel","fuentepinel"
"Fuenterrebollo","fuenterrebollo"
"Fuentesaúco de Fuentidueña","fuentesauco-de-fuentiduena"
"Fuentesoto","fuentesoto"
"Fuentidueña","fuentiduena"
"Gallegos","gallegos"
"Garcillán","garcillan"
"Gomezserracín","gomezserracin"
"Grajera","grajera"
"Honrubia de la Cuesta","honrubia-de-la-cuesta"
"Hontalbilla","hontalbilla"
"Hontanares de Eresma","hontanares-de-eresma"
"Huertos (Los)","huertos-los"
"Ituero y Lama","ituero-y-lama"
"Juarros de Riomoros","juarros-de-riomoros"
"Juarros de Voltoya","juarros-de-voltoya"
"Labajos","labajos"
"Laguna de Contreras","laguna-de-contreras"
"Languilla","languilla"
"Lastras de Cuéllar","lastras-de-cuellar"
"Lastras del Pozo","lastras-del-pozo"
"Lastrilla (La)","lastrilla-la"
"Losa (La)","losa-la"
"Maderuelo","maderuelo"
"Marazuela","marazuela"
"Martín Miguel","martin-miguel"
"Martín Muñoz de la Dehesa","martin-munoz-de-la-dehesa"
"Martín Muñoz de las Posadas","martin-munoz-de-las-posadas"
"Marugán","marugan"
"Matabuena","matabuena"
"Mata de Cuéllar","mata-de-cuellar"
"Matilla (La)","matilla-la"
"Melque de Cercos","melque-de-cercos"
"Membibre de la Hoz","membibre-de-la-hoz"
"Migueláñez","miguelanez"
"Montejo de Arévalo","montejo-de-arevalo"
"Montejo de la Vega de la Serrezuela","montejo-de-la-vega-de-la-serrezuela"
"Monterrubio","monterrubio"
"Moral de Hornuez","moral-de-hornuez"
"Mozoncillo","mozoncillo"
"Muñopedro","munopedro"
"Muñoveros","munoveros"
"Nava de la Asunción","nava-de-la-asuncion"
"Navafría","navafria"
"Navalilla","navalilla"
"Navalmanzano","navalmanzano"
"Navares de Ayuso","navares-de-ayuso"
"Navares de Enmedio","navares-de-enmedio"
"Navares de las Cuevas","navares-de-las-cuevas"
"Navas de Oro","navas-de-oro"
"Navas de San Antonio","navas-de-san-antonio"
"Nieva","nieva"
"Olombrada","olombrada"
"Orejana","orejana"
"Ortigosa de Pestaño","ortigosa-de-pestano"
"Otero de Herreros","otero-de-herreros"
"Pajarejos","pajarejos"
"Palazuelos de Eresma","palazuelos-de-eresma"
"Pedraza","pedraza"
"Pelayos del Arroyo","pelayos-del-arroyo"
"Perosillo","perosillo"
"Pinarejos","pinarejos"
"Pinarnegrillo","pinarnegrillo"
"Pradales","pradales"
"Prádena","pradena"
"Puebla de Pedraza","puebla-de-pedraza"
"Rapariegos","rapariegos"
"Rebollo","rebollo"
"Remondo","remondo"
"Riaguas de San Bartolomé","riaguas-de-san-bartolome"
"Riaza","riaza"
"Ribota","ribota"
"Riofrío de Riaza","riofrio-de-riaza"
"Roda de Eresma","roda-de-eresma"
"Sacramenia","sacramenia"
"Samboal","samboal"
"San Cristóbal de Cuéllar","san-cristobal-de-cuellar"
"San Cristóbal de la Vega","san-cristobal-de-la-vega"
"Sanchonuño","sanchonuno"
"Sangarcía","sangarcia"
"Real Sitio de San Ildefonso","real-sitio-de-san-ildefonso"
"San Martín y Mudrián","san-martin-y-mudrian"
"San Miguel de Bernuy","san-miguel-de-bernuy"
"San Pedro de Gaíllos","san-pedro-de-gaillos"
"Santa María la Real de Nieva","santa-maria-la-real-de-nieva"
"Santa Marta del Cerro","santa-marta-del-cerro"
"Santiuste de Pedraza","santiuste-de-pedraza"
"Santiuste de San Juan Bautista","santiuste-de-san-juan-bautista"
"Santo Domingo de Pirón","santo-domingo-de-piron"
"Santo Tomé del Puerto","santo-tome-del-puerto"
"Sauquillo de Cabezas","sauquillo-de-cabezas"
"Sebúlcor","sebulcor"
"Segovia","segovia"
"Sepúlveda","sepulveda"
"Sequera de Fresno","sequera-de-fresno"
"Sotillo","sotillo"
"Sotosalbos","sotosalbos"
"Tabanera la Luenga","tabanera-la-luenga"
"Tolocirio","tolocirio"
"Torreadrada","torreadrada"
"Torrecaballeros","torrecaballeros"
"Torrecilla del Pinar","torrecilla-del-pinar"
"Torreiglesias","torreiglesias"
"Torre Val de San Pedro","torre-val-de-san-pedro"
"Trescasas","trescasas"
"Turégano","turegano"
"Urueñas","uruenas"
"Valdeprados","valdeprados"
"Valdevacas de Montejo","valdevacas-de-montejo"
"Valdevacas y Guijar","valdevacas-y-guijar"
"Valseca","valseca"
"Valtiendas","valtiendas"
"Valverde del Majano","valverde-del-majano"
"Valle de Tabladillo","valle-de-tabladillo"
"Vallelado","vallelado"
"Valleruela de Pedraza","valleruela-de-pedraza"
"Valleruela de Sepúlveda","valleruela-de-sepulveda"
"Veganzones","veganzones"
"Vegas de Matute","vegas-de-matute"
"Ventosilla y Tejadilla","ventosilla-y-tejadilla"
"Villacastín","villacastin"
"Villaverde de Íscar","villaverde-de-scar"
"Villaverde de Montejo","villaverde-de-montejo"
"Villeguillo","villeguillo"
"Yanguas de Eresma","yanguas-de-eresma"
"Zarzuela del Monte","zarzuela-del-monte"
"Zarzuela del Pinar","zarzuela-del-pinar"
"Ortigosa del Monte","ortigosa-del-monte"
"Cozuelos de Fuentidueña","cozuelos-de-fuentiduena"
"Marazoleja","marazoleja"
"Navas de Riofrío","navas-de-riofrio"
"Cuevas de Provanco","cuevas-de-provanco"
"San Cristóbal de Segovia","san-cristobal-de-segovia"
"Soria","soria"
"Abejar","abejar"
"Adradas","adradas"
"Ágreda","greda"
"Alconaba","alconaba"
"Alcubilla de Avellaneda","alcubilla-de-avellaneda"
"Alcubilla de las Peñas","alcubilla-de-las-penas"
"Aldealafuente","aldealafuente"
"Aldealices","aldealices"
"Aldealpozo","aldealpozo"
"Aldealseñor","aldealsenor"
"Aldehuela de Periáñez","aldehuela-de-perianez"
"Aldehuelas (Las)","aldehuelas-las"
"Alentisque","alentisque"
"Aliud","aliud"
"Almajano","almajano"
"Almaluez","almaluez"
"Almarza","almarza"
"Almazán","almazan"
"Almazul","almazul"
"Almenar de Soria","almenar-de-soria"
"Alpanseque","alpanseque"
"Arancón","arancon"
"Arcos de Jalón","arcos-de-jalon"
"Arenillas","arenillas"
"Arévalo de la Sierra","arevalo-de-la-sierra"
"Ausejo de la Sierra","ausejo-de-la-sierra"
"Baraona","baraona"
"Barca","barca"
"Barcones","barcones"
"Bayubas de Abajo","bayubas-de-abajo"
"Bayubas de Arriba","bayubas-de-arriba"
"Beratón","beraton"
"Berlanga de Duero","berlanga-de-duero"
"Blacos","blacos"
"Bliecos","bliecos"
"Borjabad","borjabad"
"Borobia","borobia"
"Buberos","buberos"
"Buitrago","buitrago"
"Burgo de Osma-Ciudad de Osma","burgo-de-osma-ciudad-de-osma"
"Cabrejas del Campo","cabrejas-del-campo"
"Cabrejas del Pinar","cabrejas-del-pinar"
"Calatañazor","calatanazor"
"Caltojar","caltojar"
"Candilichera","candilichera"
"Cañamaque","canamaque"
"Carabantes","carabantes"
"Caracena","caracena"
"Carrascosa de Abajo","carrascosa-de-abajo"
"Carrascosa de la Sierra","carrascosa-de-la-sierra"
"Casarejos","casarejos"
"Castilfrío de la Sierra","castilfrio-de-la-sierra"
"Castilruiz","castilruiz"
"Castillejo de Robledo","castillejo-de-robledo"
"Centenera de Andaluz","centenera-de-andaluz"
"Cerbón","cerbon"
"Cidones","cidones"
"Cigudosa","cigudosa"
"Cihuela","cihuela"
"Ciria","ciria"
"Cirujales del Río","cirujales-del-rio"
"Coscurita","coscurita"
"Covaleda","covaleda"
"Cubilla","cubilla"
"Cubo de la Solana","cubo-de-la-solana"
"Cueva de Ágreda","cueva-de-greda"
"Dévanos","devanos"
"Deza","deza"
"Duruelo de la Sierra","duruelo-de-la-sierra"
"Escobosa de Almazán","escobosa-de-almazan"
"Espeja de San Marcelino","espeja-de-san-marcelino"
"Espejón","espejon"
"Estepa de San Juan","estepa-de-san-juan"
"Frechilla de Almazán","frechilla-de-almazan"
"Fresno de Caracena","fresno-de-caracena"
"Fuentearmegil","fuentearmegil"
"Fuentecambrón","fuentecambron"
"Fuentecantos","fuentecantos"
"Fuentelmonge","fuentelmonge"
"Fuentelsaz de Soria","fuentelsaz-de-soria"
"Fuentepinilla","fuentepinilla"
"Fuentes de Magaña","fuentes-de-magana"
"Fuentestrún","fuentestrun"
"Garray","garray"
"Golmayo","golmayo"
"Gómara","gomara"
"Gormaz","gormaz"
"Herrera de Soria","herrera-de-soria"
"Hinojosa del Campo","hinojosa-del-campo"
"Langa de Duero","langa-de-duero"
"Liceras","liceras"
"Losilla (La)","losilla-la"
"Magaña","magana"
"Maján","majan"
"Matalebreras","matalebreras"
"Matamala de Almazán","matamala-de-almazan"
"Medinaceli","medinaceli"
"Miño de Medinaceli","mino-de-medinaceli"
"Miño de San Esteban","mino-de-san-esteban"
"Molinos de Duero","molinos-de-duero"
"Momblona","momblona"
"Monteagudo de las Vicarías","monteagudo-de-las-vicarias"
"Montejo de Tiermes","montejo-de-tiermes"
"Montenegro de Cameros","montenegro-de-cameros"
"Morón de Almazán","moron-de-almazan"
"Muriel de la Fuente","muriel-de-la-fuente"
"Muriel Viejo","muriel-viejo"
"Nafría de Ucero","nafria-de-ucero"
"Narros","narros"
"Navaleno","navaleno"
"Nepas","nepas"
"Nolay","nolay"
"Noviercas","noviercas"
"Ólvega","lvega"
"Oncala","oncala"
"Pinilla del Campo","pinilla-del-campo"
"Portillo de Soria","portillo-de-soria"
"Póveda de Soria (La)","poveda-de-soria-la"
"Pozalmuro","pozalmuro"
"Quintana Redonda","quintana-redonda"
"Quintanas de Gormaz","quintanas-de-gormaz"
"Quiñonería","quinoneria"
"Rábanos (Los)","rabanos-los"
"Rebollar","rebollar"
"Recuerda","recuerda"
"Rello","rello"
"Renieblas","renieblas"
"Retortillo de Soria","retortillo-de-soria"
"Reznos","reznos"
"Riba de Escalote (La)","riba-de-escalote-la"
"Rioseco de Soria","rioseco-de-soria"
"Rollamienta","rollamienta"
"Royo (El)","royo-el"
"Salduero","salduero"
"San Esteban de Gormaz","san-esteban-de-gormaz"
"San Felices","san-felices"
"San Leonardo de Yagüe","san-leonardo-de-yague"
"San Pedro Manrique","san-pedro-manrique"
"Santa Cruz de Yanguas","santa-cruz-de-yanguas"
"Santa María de Huerta","santa-maria-de-huerta"
"Santa María de las Hoyas","santa-maria-de-las-hoyas"
"Serón de Nágima","seron-de-nagima"
"Soliedra","soliedra"
"Soria","soria"
"Sotillo del Rincón","sotillo-del-rincon"
"Suellacabras","suellacabras"
"Tajahuerce","tajahuerce"
"Tajueco","tajueco"
"Talveila","talveila"
"Tardelcuende","tardelcuende"
"Taroda","taroda"
"Tejado","tejado"
"Torlengua","torlengua"
"Torreblacos","torreblacos"
"Torrubia de Soria","torrubia-de-soria"
"Trévago","trevago"
"Ucero","ucero"
"Vadillo","vadillo"
"Valdeavellano de Tera","valdeavellano-de-tera"
"Valdegeña","valdegena"
"Valdelagua del Cerro","valdelagua-del-cerro"
"Valdemaluque","valdemaluque"
"Valdenebro","valdenebro"
"Valdeprado","valdeprado"
"Valderrodilla","valderrodilla"
"Valtajeros","valtajeros"
"Velamazán","velamazan"
"Velilla de la Sierra","velilla-de-la-sierra"
"Velilla de los Ajos","velilla-de-los-ajos"
"Villaciervos","villaciervos"
"Villanueva de Gormaz","villanueva-de-gormaz"
"Villar del Ala","villar-del-ala"
"Villar del Campo","villar-del-campo"
"Villar del Río","villar-del-rio"
"Villares de Soria (Los)","villares-de-soria-los"
"Villasayas","villasayas"
"Villaseca de Arciel","villaseca-de-arciel"
"Vinuesa","vinuesa"
"Vizmanos","vizmanos"
"Vozmediano","vozmediano"
"Yanguas","yanguas"
"Yelo","yelo"
"Valladolid","valladolid"
"Adalia","adalia"
"Aguasal","aguasal"
"Aguilar de Campos","aguilar-de-campos"
"Alaejos","alaejos"
"Alcazarén","alcazaren"
"Aldea de San Miguel","aldea-de-san-miguel"
"Aldeamayor de San Martín","aldeamayor-de-san-martin"
"Almenara de Adaja","almenara-de-adaja"
"Amusquillo","amusquillo"
"Arroyo de la Encomienda","arroyo-de-la-encomienda"
"Ataquines","ataquines"
"Bahabón","bahabon"
"Barcial de la Loma","barcial-de-la-loma"
"Barruelo del Valle","barruelo-del-valle"
"Becilla de Valderaduey","becilla-de-valderaduey"
"Benafarces","benafarces"
"Bercero","bercero"
"Berceruelo","berceruelo"
"Berrueces","berrueces"
"Bobadilla del Campo","bobadilla-del-campo"
"Bocigas","bocigas"
"Bocos de Duero","bocos-de-duero"
"Boecillo","boecillo"
"Bolaños de Campos","bolanos-de-campos"
"Brahojos de Medina","brahojos-de-medina"
"Bustillo de Chaves","bustillo-de-chaves"
"Cabezón de Pisuerga","cabezon-de-pisuerga"
"Cabezón de Valderaduey","cabezon-de-valderaduey"
"Cabreros del Monte","cabreros-del-monte"
"Campaspero","campaspero"
"Campillo (El)","campillo-el"
"Camporredondo","camporredondo"
"Canalejas de Peñafiel","canalejas-de-penafiel"
"Canillas de Esgueva","canillas-de-esgueva"
"Carpio","carpio"
"Casasola de Arión","casasola-de-arion"
